,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,native_country,income_bracket
237,40,Self-emp-not-inc,407913,7th-8th,4,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,50,United-States,<=50K
238,63,?,96370,10th,6,Widowed,?,Unmarried,White,Female,0,0,35,United-States,<=50K
239,24,Private,321817,Masters,14,Divorced,Sales,Unmarried,White,Male,0,0,50,United-States,<=50K
240,51,?,100178,7th-8th,4,Married-civ-spouse,?,Wife,White,Female,0,0,40,United-States,<=50K
241,24,?,59186,Assoc-acdm,12,Married-civ-spouse,?,Husband,White,Male,0,0,60,United-States,<=50K
242,35,Private,138768,10th,6,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
243,44,?,104748,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,16,United-States,<=50K
244,30,Private,240864,Some-college,10,Married-civ-spouse,Other-service,Wife,Black,Female,7688,0,40,?,>50K
245,55,Private,296450,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
246,61,Private,509189,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
247,44,Private,179953,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
248,37,Private,196001,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,80,United-States,<=50K
249,24,Private,29898,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,60,United-States,<=50K
250,28,Private,99891,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,<=50K
251,34,Private,204272,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
252,51,Private,32051,7th-8th,4,Divorced,Farming-fishing,Unmarried,White,Female,0,0,40,United-States,<=50K
253,37,Private,146929,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,55,United-States,<=50K
254,49,Private,66777,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K
255,20,Private,199947,Masters,14,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,>50K
256,25,Private,282680,Assoc-voc,11,Never-married,Prof-specialty,Unmarried,White,Female,0,0,50,United-States,<=50K
257,40,?,50093,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,<=50K
258,25,Private,253642,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
259,21,Private,146908,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,<=50K
260,49,Private,231495,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
261,49,Private,444315,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,28,United-States,<=50K
262,46,Local-gov,191982,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
263,40,Private,186183,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
264,69,Private,173090,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
265,37,Private,224209,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,50,United-States,>50K
266,34,Private,180187,Bachelors,13,Divorced,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,40,?,<=50K
267,29,Private,187161,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States,>50K
268,39,Private,101040,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Male,0,0,30,United-States,<=50K
269,37,Local-gov,278714,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
270,26,Private,87891,Masters,14,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K
271,53,Local-gov,200419,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
272,24,Private,109117,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,35,United-States,>50K
273,36,Private,106129,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,>50K
274,33,Private,70582,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,<=50K
275,18,Private,210563,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
276,45,Private,218197,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,40,United-States,>50K
277,31,Private,337064,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,45,United-States,>50K
278,39,Private,195555,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
279,18,Local-gov,229328,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
280,17,Private,109050,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
281,24,Private,126701,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
282,44,Private,186991,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,<=50K
283,23,Private,33068,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,20,United-States,<=50K
284,61,Private,45817,Some-college,10,Married-civ-spouse,Transport-moving,Own-child,White,Male,0,0,27,United-States,<=50K
285,63,Private,104756,Masters,14,Widowed,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,<=50K
286,18,Private,73064,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Female,0,0,20,United-States,<=50K
287,39,Private,128378,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,60,United-States,<=50K
288,26,Self-emp-not-inc,334073,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,>50K
289,53,Self-emp-not-inc,153489,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,Black,Male,0,0,50,United-States,<=50K
290,40,Self-emp-not-inc,407340,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
291,38,?,57298,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,>50K
292,79,Self-emp-inc,95423,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
293,25,State-gov,252946,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
294,22,Private,123424,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K
295,26,Private,140414,HS-grad,9,Married-spouse-absent,Other-service,Not-in-family,White,Female,0,0,24,United-States,<=50K
296,40,Self-emp-not-inc,159650,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States,<=50K
297,61,Federal-gov,439263,9th,5,Widowed,Sales,Unmarried,White,Female,0,0,30,United-States,>50K
298,31,?,218242,HS-grad,9,Never-married,?,Other-relative,White,Female,0,0,30,United-States,<=50K
299,27,Private,153044,11th,7,Never-married,Priv-house-serv,Unmarried,Black,Male,0,0,45,United-States,<=50K
300,32,Private,168221,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,50,United-States,<=50K
301,39,Private,68115,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
302,47,Self-emp-inc,295498,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1504,40,United-States,<=50K
303,56,Self-emp-not-inc,172538,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,45,United-States,<=50K
304,36,Private,40730,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,<=50K
305,49,Self-emp-not-inc,220115,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,32,United-States,>50K
306,27,Private,185283,Some-college,10,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0,0,55,United-States,<=50K
307,20,Private,604380,Assoc-acdm,12,Never-married,Sales,Other-relative,Black,Male,0,0,40,United-States,<=50K
308,27,Private,327886,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
309,60,Private,562336,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,7688,0,20,United-States,>50K
310,42,Private,359134,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1887,40,United-States,>50K
311,17,?,85341,Some-college,10,Never-married,?,Own-child,White,Female,0,0,40,United-States,<=50K
312,19,Self-emp-not-inc,109414,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,30,United-States,<=50K
313,54,?,184655,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,50,United-States,<=50K
314,42,Private,251854,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
315,57,Private,283969,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,60,United-States,<=50K
316,21,Private,275034,10th,6,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
317,19,?,276221,HS-grad,9,Never-married,?,Not-in-family,White,Female,0,0,30,United-States,<=50K
318,38,Private,296279,Bachelors,13,Divorced,Prof-specialty,Other-relative,White,Female,0,0,20,United-States,<=50K
319,50,Private,208358,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
320,58,Private,210781,11th,7,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,20,United-States,<=50K
321,59,Private,83459,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
322,22,Private,22037,11th,7,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
323,26,Private,87891,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,<=50K
324,41,Private,229768,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
325,18,?,235826,HS-grad,9,Never-married,?,Own-child,White,Male,0,0,30,United-States,<=50K
326,67,?,203027,Bachelors,13,Divorced,?,Not-in-family,White,Female,0,0,40,United-States,<=50K
327,38,Private,292643,Some-college,10,Divorced,Sales,Other-relative,White,Female,15024,0,25,United-States,>50K
328,51,?,312017,10th,6,Divorced,Craft-repair,Own-child,White,Female,0,0,35,Germany,<=50K
329,34,Private,25955,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,37,United-States,>50K
330,39,Private,257621,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,99,United-States,>50K
331,26,Private,137547,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,>50K
332,34,Private,378114,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
333,18,Private,29573,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
334,18,Private,61985,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K
335,50,Private,121318,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
336,29,Private,206599,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
337,53,Private,201127,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1977,40,United-States,>50K
338,29,Private,102359,Some-college,10,Never-married,Exec-managerial,Unmarried,White,Female,0,0,38,United-States,<=50K
339,30,Private,530443,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,15,United-States,<=50K
340,35,?,185556,Assoc-voc,11,Widowed,?,Not-in-family,White,Female,0,0,40,United-States,<=50K
341,64,Private,381871,Bachelors,13,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
342,59,Private,193089,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,30,United-States,>50K
343,32,Private,31621,10th,6,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K
344,34,Private,162954,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,52,United-States,<=50K
345,54,Local-gov,139889,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
346,27,Private,172538,Assoc-voc,11,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
347,50,Private,109282,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
348,21,Private,216930,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
349,34,Self-emp-inc,134617,11th,7,Married-civ-spouse,Other-service,Wife,White,Female,15024,0,40,United-States,>50K
350,49,Private,203070,Some-college,10,Never-married,Priv-house-serv,Not-in-family,White,Male,0,0,40,United-States,>50K
351,53,Local-gov,168221,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,50,United-States,>50K
352,36,Private,121012,HS-grad,9,Divorced,Tech-support,Not-in-family,White,Female,0,0,30,United-States,<=50K
353,40,Local-gov,153214,HS-grad,9,Divorced,Sales,Not-in-family,Black,Male,0,0,40,United-States,<=50K
354,51,Private,267205,11th,7,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,?,<=50K
355,54,Private,116044,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,45,United-States,<=50K
356,53,Private,226875,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
357,45,Private,150106,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
358,30,Private,91664,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
359,27,Private,747719,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,45,United-States,<=50K
360,59,Local-gov,176260,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
361,40,Self-emp-inc,228320,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
362,26,Private,116901,HS-grad,9,Separated,Prof-specialty,Not-in-family,White,Female,0,0,30,United-States,<=50K
363,51,Private,309630,11th,7,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,50,United-States,>50K
364,55,Private,182246,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,55,United-States,<=50K
365,23,Private,174346,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
366,46,Private,234537,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298,0,40,United-States,>50K
367,44,Private,130652,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,48,United-States,>50K
368,22,Private,102413,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
369,24,Private,181091,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
370,22,Private,49952,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,1590,35,United-States,<=50K
371,36,Private,113198,Bachelors,13,Married-spouse-absent,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
372,28,Private,175232,Prof-school,15,Never-married,Prof-specialty,Own-child,Black,Female,0,0,40,United-States,<=50K
373,17,Private,196963,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States,<=50K
374,45,State-gov,144065,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
375,36,Private,207201,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K
376,43,Private,172891,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,>50K
377,40,Private,168981,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
378,48,Private,187581,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,<=50K
379,58,Private,140011,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,1602,40,United-States,<=50K
380,51,Private,64980,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
381,45,Private,27678,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
382,22,Local-gov,473171,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K
383,57,Local-gov,331527,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Female,0,0,40,United-States,<=50K
384,40,Self-emp-not-inc,65133,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
385,43,Self-emp-inc,194848,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50K
386,17,Private,147989,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,25,United-States,<=50K
387,34,Private,72896,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
388,35,Private,101313,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,36,Mexico,<=50K
389,35,Private,288373,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,40,United-States,>50K
390,41,Private,240283,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
391,40,Private,194096,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
392,32,Private,33478,Some-college,10,Never-married,Exec-managerial,Other-relative,White,Male,0,0,50,United-States,<=50K
393,27,Private,40200,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
394,42,Self-emp-inc,607848,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1902,45,United-States,>50K
395,19,Private,127624,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
396,74,Private,45000,Assoc-acdm,12,Widowed,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K
397,33,Private,164190,7th-8th,4,Never-married,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K
398,57,State-gov,361888,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
399,42,Private,191118,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K
400,60,Self-emp-not-inc,26929,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2415,40,United-States,>50K
401,45,Self-emp-inc,21356,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,30,United-States,>50K
402,32,Self-emp-not-inc,183735,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
403,32,Self-emp-not-inc,155961,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,<=50K
404,38,Private,257064,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
405,25,State-gov,279183,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,<=50K
406,18,Private,23019,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
407,24,Private,203776,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
408,26,Private,498349,HS-grad,9,Never-married,Protective-serv,Not-in-family,Black,Male,0,0,72,United-States,<=50K
409,27,Private,38100,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
410,34,Federal-gov,173243,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K
411,21,Private,73928,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,16,United-States,>50K
412,63,Federal-gov,146042,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
413,28,Private,1415839,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,<=50K
414,39,Private,216999,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
415,47,State-gov,201664,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,1977,45,United-States,>50K
416,36,Self-emp-not-inc,51618,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
417,33,Self-emp-not-inc,86643,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,65,United-States,>50K
418,51,Self-emp-not-inc,175339,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,<=50K
419,37,Self-emp-not-inc,219276,Some-college,10,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,40,South,>50K
420,43,?,298215,7th-8th,4,Never-married,?,Unmarried,White,Female,0,0,40,United-States,<=50K
421,39,Private,211222,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1977,50,United-States,>50K
422,17,?,21406,11th,7,Never-married,Sales,Own-child,White,Male,0,0,12,United-States,<=50K
423,42,Private,117849,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,30,United-States,>50K
424,30,Private,110622,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,Taiwan,<=50K
425,49,Private,269182,Some-college,10,Widowed,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
426,33,Private,33929,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,?,>50K
427,30,Private,549174,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
428,32,Private,157932,11th,7,Never-married,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K
429,30,Private,205963,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,50,United-States,>50K
430,23,Private,199915,Bachelors,13,Never-married,Adm-clerical,Other-relative,Black,Female,0,0,35,United-States,<=50K
431,50,Local-gov,219835,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
432,27,Private,190715,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K
433,62,Federal-gov,366618,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,<=50K
434,34,Private,184581,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
435,47,Private,58842,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
436,46,Private,219122,HS-grad,9,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K
437,50,Private,57929,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
438,24,Private,116812,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K
439,46,Private,114420,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,<=50K
440,53,Local-gov,192712,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
441,52,Private,334057,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,10,United-States,>50K
442,30,Private,119891,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States,>50K
443,57,Federal-gov,188888,Prof-school,15,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
444,21,Local-gov,71592,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,<=50K
445,19,State-gov,166565,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
446,50,Private,225193,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
447,28,Local-gov,157613,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
448,45,Private,143582,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,45,United-States,>50K
449,45,Federal-gov,144638,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,15024,0,40,United-States,>50K
450,36,Federal-gov,151369,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,65,United-States,>50K
451,23,Private,123325,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
452,35,Self-emp-inc,359292,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Mexico,>50K
453,30,Private,42290,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,<=50K
454,25,Local-gov,253003,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
455,28,Private,120707,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,El-Salvador,<=50K
456,57,Private,37037,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
457,19,Private,290273,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,40,United-States,<=50K
458,52,Private,201715,Assoc-acdm,12,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,50,United-States,<=50K
459,20,Private,341122,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,10,United-States,<=50K
460,27,Private,195059,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
461,67,Self-emp-inc,199753,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,50,United-States,>50K
462,26,Local-gov,113198,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
463,53,Local-gov,240037,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,48,United-States,<=50K
464,43,Self-emp-not-inc,825424,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,United-States,>50K
465,26,Private,229993,Assoc-voc,11,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,0,0,40,Mexico,<=50K
466,59,Self-emp-inc,44331,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
467,38,Self-emp-not-inc,177551,10th,6,Married-civ-spouse,Handlers-cleaners,Own-child,Black,Male,0,0,13,United-States,>50K
468,51,Self-emp-not-inc,227282,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,65,United-States,<=50K
469,34,Self-emp-not-inc,97136,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,40,United-States,>50K
470,29,Self-emp-not-inc,114420,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
471,54,Self-emp-not-inc,119793,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
472,33,Self-emp-not-inc,240283,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,44,United-States,>50K
473,33,Self-emp-inc,163392,Prof-school,15,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,40,?,<=50K
